product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,category_level_1,category_level_2,category_level_3,category_level_4,category_level_5,brand,is_branded,word_count,feature_count,specification_density,log_price,log_actual_price,popularity_score,price_premium,price_ratio,category_price_index,category_discount_index
Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,154.0,339.0,55,4.3,13391.0,"[CHARGE & SYNC FUNCTION]- This cable comes with charging & Data sync function for smartphones|[HIGH QUALITY MATERIAL]- TPE + Nylon Material to make sure that the life of the cable is enhanced significantly|[LONG CORD]- The Cable is extra thick 1.2 meter long, optimized for an easy use for your comfort at home or office|[MORE DURABLE]-This cable is unique interms of design and multi-use and is positioned to provide the best comfort and performance while using",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,Portronics,1,75,6,0.07999998933333476,5.043425116919247,5.8289456176102075,9.502412792729256,185.0,0.4542772727351837,0.4412607323420994,1.018060531532129
boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,799.0,63,4.2,94363.0,"The boAt rugged cable features our special toughest polyethylene braided jacket and this unique jacket provides greater protection than anything else you have seen in its class. Round Cable|Extra tough polyethylene terephthalate cable skin ensures 10000 plus bend lifespan, stress and stretch resistance|The boAt rugged Micro USB cable is compatible with most android smartphones, windows phone, tablets, PC peripherals and other micro USB compatible devices|2.4A rapid charge, fast data transmission and rapid speed to sync your device at the speed up to 480mbps|boAt rugged micro USB cable offers a perfect 1.5 meters in length, optimized for an easy use for your comfort at home or office|2 years warranty from the date of purchase",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,boAt,1,113,15,0.1327433510846592,5.703782474656201,6.684611727667927,11.454914923466722,500.0,0.37421776753169256,0.8567334998070631,1.1661420633913475
"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",219.0,700.0,69,4.4,426973.0,"Flexible, lightweight HDMI cable for connecting media devices to playback display such as HDTVs, projectors, and more|Compatible with Blu-Ray players, computers, Apple TV, Roku, cable, PS4, Xbox One, and other HDMI-compatible devices|Solid copper conductors and full metal jacket shielding for durability and high-performance connectivity|Supports Ethernet, 3D, 4K video and Audio Return Channel (ARC) and meets the latest HDMI standards|Supports bandwidth up to 18Gbps and is backwards compatible with earlier versions|Includes a 3 foot cable",Electronics,"HomeTheater,TV&Video",Accessories,Cables,HDMICables,AmazonBasics,1,74,18,0.24324321037253913,5.393627546352362,6.55250788703459,12.964478400427152,481.0,0.3128571383877552,0.15654038487104802,1.3574952445981079
"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,350.0,899.0,61,4.2,2262.0,"[20W PD FAST CHARGING]-It’s supports 20W PD quick charge protocol, charge up to 50% in around 30 minutes. It is ideal for charging your USB type c enabled devices at maximum speed|[USB-C to 8 Pin Cable]- It’s offer rapid charging and syncing between USB Type-C and 8 Pin enabled devices. Safe charging at up to 3A is ensured by high-standard components|[MORE DURABLE]- This cable is unique interms of design and multi-use and is positioned to provide the best comfort and performance while using|[FLEXIBLE CORD]- The Cable uses nylon Braided + Metal Housing material to make sure that the life of the cable is enhanced significantly. It is 4mm extra thick slim 1.2meter long|[UNIVERSAL COMPATIBILITY]-Charge for all Type C USB connectivity devices including MacBook 12 inch, Nexus 5x, Nexus 6p, OnePlus 2, pixel c, Lumia 950, Lumia 950 xl, Nokia n1, etc",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,Portronics,1,141,18,0.12765956541421522,5.860786223465865,6.802394763324311,7.724446645633537,549.0,0.38932146396750317,1.0028653007774986,1.129121680426543
Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,159.0,399.0,60,4.1,4768.0,"[CHARGE & SYNC FUNCTION]- This cable comes with charging & Data sync function|[HIGH QUALITY MATERIAL]- TPE + Nylon Material to make sure that the life of the cable is enhanced significantly|[LONG CORD]- The Cable is extra thick 1.2 meter long, optimized for an easy use for your comfort at home or office|[MORE DURABLE]-This cable is unique interms of design and multi-use and is positioned to provide the best comfort and performance while using|[UNIVERSAL COMPATIBILITY]- Compatible with all devices like iPhone XS, X, XR, 8, 7, 6S, 6, 5S, iPad Pro, iPad mini and iPad Air",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,Portronics,1,95,16,0.16842103490304894,5.075173815233827,5.991464547107982,8.469891918298224,240.0,0.3984962306141296,0.45558737949606365,1.1106114889441405
MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349.0,399.0,13,4.4,18757.0,1M Long Cable. Usb 2.0 (Type A)|Toughened Joints|Strong And Sturdy|Country Of Origin: China|6 Months Warranty,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,MI,1,15,7,0.46666635555576297,5.857933154483459,5.991464547107982,9.839375607068884,50.0,0.8746866948700077,0.9999999713467058,0.24063248927123046
MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",13999.0,24999.0,44,4.2,32840.0,"Note : The brands, Mi and Xiaomi, are part of the same multinational conglomerate|Resolution : HD Ready (1366 x 768) Resolution | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle|Connectivity: Dual Band Wi-Fi | 2 HDMI ports to connect latest gaming consoles, set top box, Blu-ray Players | 2 USB ports to connect hard drives and other USB devices | ALLM | ARC | Bluetooth 5.0 | Ethernet|Sound: 20 Watts Output | Dolby Audio, DTS Virtual: X, DTS-HD|Smart TV Features : Android TV 11 | PatchWall | IMDb Integration | Universal Search | 300+ Free Live Channels | Kids Mode with Parental lock | Smart Recommendations | Language Universe – 15+ Languages | User Centre | Okay Google | Chromecast suporting Apps : Netflix, Prime Video, Disney+ Hotstar | 5000+ apps from Play Store |Quad core Cortex A35 | Chromecast built-in | Ok Google | Auto Low Latency Mode | 1GB RAM + 8GB Storage|Display: HD Ready | Vivid Picture Engine|Warranty Information: 1 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase",Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,Unknown,MI,1,186,42,0.22580643947277207,9.546812608597396,10.126631103850338,10.399433013772667,11000.0,0.5599823990719699,10.006433095021922,0.8656491414828514
"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones, Tablets, Laptops & Other Type C Devices, PD Technology, 480Mbps Data Sync (RCTT15, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,249.0,399.0,38,4.0,43994.0,"Compatible with all Type C enabled devices, be it an android smartphone (Mi, Samsung, Oppo, Vivo, Realme, OnePlus, etc), tablet, laptop (Macbook, Chromebook, etc)|Unbreakable – Made of special braided outer with rugged interior bindings, it is ultra-durable cable that won’t be affected by daily rough usage|Ideal Length – It has ideal length of 1.5 meters which is neither too short like your typical 1meter cable or too long like a 2meters cable|Supports maximum 3A fast charging and 480 Mbps data transfer speed|6 months manufacturer warranty from the date of purchase",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,Ambrane,0,90,18,0.19999997777778025,5.521460917862246,5.991464547107982,10.69183127007966,150.0,0.6240601347353351,0.7134670282674205,0.7033872763312891
"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,499.0,60,4.1,13045.0,"Type C A 325 Cable Is Designed With A Perfect 1.5 Meters In Length For Hassle Free Usage|It Dons Premium Braided Skin That Makes It Sturdy And Invincible Against External Damage With 10000+ Bends Lifespan The Cable Stays Stronger And Lasts Longer|Type C A 325 Offers Universal Compatibility With Smartphones, Tablets, Pc Peripherals, Bluetooth Speakers, Power Banks And All Other Devices With Type C Port|The Reversible Metallic Aluminium Tip Lets The User Connect Devices In A Carefree Manner|Its Flexible Design Offers The User A Tangle-Free Experience|2 years warranty from the date of purchase",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,boAt,1,93,11,0.11827955717424116,5.298317366548036,6.214608098422191,9.476236852356042,300.0,0.39879758719844516,0.5702005567277778,1.1106114889441405
LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",13490.0,21990.0,39,4.3,11976.0,"Resolution: HD Ready (1366x768) | Refresh Rate: 50 hertz|Connectivity: 2 HDMI ports to connect set top box, Blu Ray players, gaming console | 1 USB ports to connect hard drives and other USB devices|Sound output: 10 Watts Output I 2 Speakers | DTS Virtual:X | Sound Type : Down Firing|Smart TV Features: Web OS Smart TV | Wi-Fi | Home Dashboard | Screen Mirroring | Mini TV Browser | Multi-Tasking | Office 365, Set WXHXD (with Stand ) mm - 739 x 472 x 168|Display: Active HDR | Display Type: Flat | BackLight Module: Slim LED|Warranty Information: 1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module from the date of purchase|Installation : For requesting installation/wall mounting/demo of this product once delivered, please directly call LG support (Please visit LG Website for Toll Free Numebrs) and provide product's model name as well as seller's details mentioned on the invoice",Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,Unknown,LG,0,154,23,0.14935063965255585,9.509778075438817,9.998388557730848,9.390743422947507,8500.0,0.6134606636591812,9.642601789545377,0.7672799208598001
"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,970.0,1799.0,46,4.5,815.0,"Supports Ios Devices With Max Output Up To 2.4A|Up To 10, 000+ Bend And 10, 000+ Plugging And Unplugging Test Ensure This Cable A Longer Lifespan|Ensure Fast And Stable Data Transmission Up To 480 Mbps|2 Years Warranty|Compatible Designed To Work Flawlessly With Mfi Or Apple Devices, Iphone, Imac, Ipad Etc|1.2M Tangle Free Durable Tough Braiding Sync & Charge Cable",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,Duracell,0,59,13,0.22033894570526344,6.878326468291325,7.495541943884256,6.704414354964107,829.0,0.5391884350239664,2.7793695478690674,0.8514688081905077
"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",279.0,499.0,44,3.7,10962.0,"Superior Stability: Built-in advanced Certified AG6200 IC chip converts HDMI digital signal to VGA analog signal. It is NOT a bi-directional converter and cannot transmit signals from VGA to HDMI.|Compact Design: Tizum HDMI to VGA adapter is compact & lightweight which makes it easy to carry, travel friendly and also saves space on your desk helping it keep clutter free.|High Definition Image Quality: The HDMI male to VGA female converter supports resolution up to 1920x1080 60Hz (1080p Full HD) including 720p, 1600x1200, 1280x1024 for high definition monitors & projectors.|Wide Compatibility: The adapter is compatible with Computer, PC, Desktop, Laptop, Notebook, Chromebook, PS3, Xbox, Set Top Box, TV & other devices with HDMI port. Note: Does not Support Audio.|Incredible Performance: It resists corrosion & abrasion; improves signal transmission; & protects HDMI port of your device to ensure a longer lifespan",Electronics,"HomeTheater,TV&Video",Accessories,Cables,HDMICables,MI,1,139,23,0.16546761399513568,5.634789603169249,6.214608098422191,9.30228124567454,220.0,0.5591182252681719,0.19942816154804746,0.8656491414828514
Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",13490.0,22900.0,41,4.3,16299.0,"Resolution: HD Ready (1366x768) | Refresh Rate: 60 hertz|Connectivity: 2 HDMI ports to connect set top box, Blu Ray players, gaming console | 1 USB ports to connect hard drives and other USB devices|Sound : 20 Watts Output | Dolby Digital Plus|Smart TV Features : Personal Computer | Screen Share | Music System | Content Guide | Connect Share Movie|Display : LED Panel | Mega Contrast | PurColor | HD Picture Quality | Slim & Stylish Design|Warranty Information: 1 year comprehensive warranty plus additional 1 years on panel by brand from date of invoice|Installation: TV Table stand is not included in the box with this model. customer may ask for Table Top Stand or Wall Mount which will be provided to the customer at the time of installation, please directly call Samsung support on [1800407267864 / 180057267864] and provide product's model name as well as seller's details mentioned on the invoice|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,Unknown,Samsung,1,176,24,0.13636362861570292,9.509778075438817,10.038935856711177,9.698920386794853,9410.0,0.589082969175073,9.642601789545377,0.8066276091090206
Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,59.0,199.0,70,4.0,9378.0,"Micro usb cable is 1 meter in length, optimized for easy use for your comfort at home or office, helps you to overcome distance restrictions|Durable pvc outer exterior: Pvc cables are versatile, high in tensile strength, flexible, and good conductors|Charge & sync, this usb cable can charge and data sync simultaneously at 480mbps speed, compatible with all devices with a micro usb port. Core : Tinned copper|Micro usb charging cable for android phones and any other device with micro usb port|Contact us on 1800-102-2700 or write us on support@flixaccessories.com",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,MI,1,89,14,0.1573033531119828,4.0943445622221,5.298317366548036,9.146228426508939,140.0,0.29648239716168856,0.16905443641677834,1.2957134037681641
Acer 80 cm (32 inches) I Series HD Ready Android Smart LED TV AR32AR2841HDFL (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",11499.0,19990.0,42,4.3,4703.0,"Resolution : HD Ready (1366x768) | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle|Connectivity: Dual band Wifi | 2 way Bluetooth | HDMI ports 2.0 x 2 (HDMI 1 supports ARC) to connect personal computer, laptop, set top box, Blu-ray speakers or a gaming console | USB ports 2.0 x 2 to connect hard drives or other USB device|Sound: 24 Watts Output | High Fidelity Speakers with Dolby Audio | 5 Sound Modes - Movie, Music, Standard, News, Sports|Smart Tv Features: Google certified Android TV 11 | Google Assistant | Chromecast built-in | Voice controlled Smart Remote | Hotkeys for Quick Access - Netflix, Prime Video, YouTube, Disney+Hotstar | 5 Picture Mode | 1.5GB RAM | 8GB Storage | 64bit Quad Core Processor|Display : 16.7 Million Colours | Wide Colour Gamut | Intelligent Frame Stabilization Engine | HDR10+ | Super Brightness | Micro Dimming | Blue Light Reduction|Warranty Information: 1 year comprehensive warranty provided by the manufacturer from date of purchase|Installation: Installation/Wall mounting/demo will be arranged by AHS Team. For any other information, please contact Amazon customer support | Wall Mount is not included in the box and will be charged at the time of installation|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,Unknown,Acer,0,224,47,0.20982141920440092,9.350102314351341,9.903037451255743,8.456168489578463,8491.0,0.575237618521642,8.219442400146946,0.8263014532336309
Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet),"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",199.0,699.0,72,4.2,12153.0,"Latest Standard HDMI A Male to A Male Cable: Supports Ethernet, 3D, 4K video and Audio Return Channel (ARC)|Connects Blu-ray players, Fire TV, Apple TV, PS4, PS3, Xbox One, Xbox 360, Computers, DVD Players, Set Top Box, Dish TV Box, and other HDMI-enabLED devices to TVs, displays, A/V receivers and more.Suitable For Mp3, Gaming Device, Mobile, Tablet, Laptop|Cable allows you to share an Internet connection among multiple devices without the need for a separate Ethernet cable|Meets HDMI 1.4 Standards (4K Video at 24 Hz, 2160p, 48 bit/px color depth) that supports bandwidth up to 10.2Gbps and backwards compatible with earlier versions|✔ Gold Plate HDMI Cable of Length: 5 Feet/ 1.8 Meters",Electronics,"HomeTheater,TV&Video",Accessories,Cables,HDMICables,MI,1,111,30,0.2702702459215995,5.298317366548036,6.551080335043404,9.4054136126953,500.0,0.2846924136667752,0.14224445931204818,1.4165167769719387
